CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
0,PMC4770816,S43,6070,6250,Participants, The remainder sent letter inviting attend study clinic appointment held general practice research nurse written informed consent obtained
10,PMC4770816,S45,6307,6515,Randomisation and masking, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
8b,PMC4770816,S45,6307,6515,Randomisation and masking, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
10,PMC4770816,S46,6516,6598,Randomisation and masking, The research nurse ascertained treatment allocation either telephone online
11a,PMC4770816,S47,6607,6680,Randomisation and masking, Neither participants clinicians blinded treatment allocation
6a,PMC4770816,S48,6681,6844,Randomisation and masking, A research nurse otherwise involved patient  s care obtained primary outcome measure blood pressure using automated sphygmomanometer
5,PMC4770816,S50,6886,7087,Procedures, Patients randomised intensive arm given target systolic blood pressure 130 mm Hg target reduction 10 mm Hg baseline blood pressure 125 140 mm Hg
5,PMC4770816,S51,7088,7184,Procedures, The target standard arm less 140 mm Hg irrespective baseline blood pressure
5,PMC4770816,S52,7185,7443,Procedures, Apart different blood pressure targets management blood pressure groups carried practice nurse monitor blood pressure general practitioner responsible modifying blood pressure treatment
5,PMC4770816,S53,7444,7695,Procedures, Patients whose systolic blood pressure baseline target everyone intensive arm patients standard arm whose blood pressure mm Hg antihypertensive treatment reviewed general practitioner
5,PMC4770816,S54,7696,7971,Procedures, A practice nurse would see patients three month intervals blood pressure target previously measured one month previous blood pressure target refer general practitioner blood pressure target
5,PMC4770816,S55,7972,8201,Procedures, The protocol required formal down titration treatment blood pressure target general practitioners discretion change reduce treatment light symptoms attributable blood pressure drugs
5,PMC4770816,S56,8202,8368,Procedures, We provided general practitioners treatment protocols reflected national guidelines blood pressure lowering operation time trial 15
5,PMC4770816,S57,8369,8540,Procedures, In arms trial general practitioners access computer based algorithm actively suggested drugs dosage participant target
7b,PMC4770816,S58,8541,8610,Procedures, Follow up ceased participant major cardiovascular event
6a,PMC4770816,S59,8619,8707,Procedures, The primary outcome change systolic blood pressure baseline one year
6a,PMC4770816,S60,8708,8872,Procedures, Participants blood pressure measured research nurse separate practice nurse  s measurements described baseline six 12 months
6a,PMC4770816,S61,8873,9016,Procedures, Blood pressure measured using British Hypertension Society validated automated electronic monitor supplied validated study 16
6a,PMC4770816,S62,9017,9165,Procedures, Blood pressure measured standardised way patient seated five minutes six measurements taken one minute intervals
6a,PMC4770816,S63,9166,9239,Procedures, The primary outcome average second third measurements
6a,PMC4770816,S64,9248,9441,Procedures, Secondary measures blood pressure included diastolic blood pressure six 12 months systolic blood pressure six months proportion achieving target blood pressures 12 months
6a,PMC4770816,S65,9442,9622,Procedures, For systolic blood pressure also calculated means readings 2 6 5 6 look differential effects regard habituation blood pressure measurement
0,PMC4770816,S66,9631,9720,Procedures, We identified clinical events review general practice record 12 months
0,PMC4770816,S67,9721,9934,Procedures, These comprised major cardiovascular events composite fatal non fatal stroke myocardial infarction fatal coronary heart disease cardiovascular death emergency hospital admissions deaths
0,PMC4770816,S68,9935,10003,Procedures, Participants flagged mortality NHS Central Register
0,PMC4770816,S69,10004,10076,Procedures, Side effects assessed use standard questionnaires 14
7a,PMC4770816,S71,10128,10426,Statistical analysis, We estimated sample size 305 patients group would detect 5 mm Hg difference systolic blood pressure groups 90 power significance level 5 assuming standard deviation 17 5 mm Hg 10 loss follow up 5 mortality 10 major vascular events 5 7
12a,PMC4770816,S72,10427,10626,Statistical analysis, We used mixed models primary analysis adjusting baseline blood pressure age group 80 years years sex diabetes mellitus atrial fibrillation practice random effect
12a,PMC4770816,S73,10627,10679,Statistical analysis, The principal analysis complete case analysis
12a,PMC4770816,S74,10680,10827,Statistical analysis, We also explored potential effects missing values use three approaches multiple imputation group mean last available value
12b,PMC4770816,S75,10828,10923,Statistical analysis, Subgroup analyses pre specified diabetes mellitus atrial fibrillation age group
12b,PMC4770816,S76,10924,11025,Statistical analysis, In addition subgroup analysis baseline systolic blood pressure 140 mm Hg mm Hg
12b,PMC4770816,S77,11026,11200,Statistical analysis, We compared number consultations treatment changes side effects using generalised mixed modelling adjusting variables primary outcome
12b,PMC4770816,S78,11201,11385,Statistical analysis, For clinical events calculated hazard ratios 95 confidence intervals using Cox proportional hazards modelling adjusting covariates mentioned previously
12b,PMC4770816,S79,11386,11535,Statistical analysis, We checked proportional hazard assumption Schoenfeld residual plots including interaction terms model term time
0,PMC4770816,S80,11536,11647,Statistical analysis, For clinical event analyses censored patients time first event relevant analysis
0,PMC4770816,S81,11648,11751,Statistical analysis, Thus patient one emergency hospital admission first one would counted
12a,PMC4770816,S82,11752,11794,Statistical analysis, We used SAS 9 2 Stata 12 analyses
0,PMC4770816,S84,11845,12008,Patient involvement, The study discussed stroke survivor group agreed important research question blood pressure important outcome
0,PMC4770816,S85,12009,12147,Patient involvement, Patients involved developing plans recruitment design study representation Trial Steering Committee
0,PMC4770816,S86,12148,12228,Patient involvement, No patients asked advise interpretation writing results
0,PMC4770816,S87,12229,12367,Patient involvement, We plan disseminate results research relevant patient community local nationally organised stroke groups
0,PMC4797126,S44,5960,5967,Methods, Methods
0,PMC4797126,S45,5983,5995,Trial design, Trial design
3a,PMC4797126,S46,6004,6347,Trial design, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
4b,PMC4797126,S46,6004,6347,Trial design, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
4a,PMC4797126,S46,6004,6347,Trial design, The COSTA trial quilizumab Phase II randomized double blind placebo controlled study including recruiting sites 14 countries Argentina Belgium Bulgaria Canada Germany Hungary Mexico New Zealand Peru Poland Romania Russia Ukraine United States enrolled 578 adults uncontrolled allergic asthma
3a,PMC4797126,S47,6356,6496,Trial design, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
8a,PMC4797126,S47,6356,6496,Trial design, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
5,PMC4797126,S47,6356,6496,Trial design, Patients randomly assigned 1 1 1 1 one three dosing regimens quilizumab placebo using interactive web response system
8b,PMC4797126,S48,6497,6763,Trial design, Randomization stratified based serum periostin level 50  ng mL exacerbation history number exacerbations 1 1 requiring use systemic corticosteroids prior 18  months IgE level 75  200  IU mL 200  IU mL country
11a,PMC4797126,S49,6764,6905,Trial design, Patients study site personnel blinded treatment assignments follow up data Week 84 collected verified
5,PMC4797126,S50,6914,7144,Trial design, Quilizumab Genentech Inc South San Francisco CA delivered subcutaneously nine monthly intervals 300  mg per dose 300  mg  M three quarterly intervals Week 4 150 450  mg per dose 150 450  mg Q
