PMCID,sentence_id,CONSORT_Item,sentence_text
PMC4621368,S186,,"Ethics approval: This single-centre clinical trial was performed with the approval of the national research ethics committee (11/MRE00/5), in accordance with the Declaration of Helsinki (2000), under a Clinical Trial Authorisation (27586/0015/001-0001) from the Medicine and Healthcare products Regulatory Authority (MHRA, UK)."
PMC4621368,S187,,Provenance and peer review: Not commissioned; externally peer reviewed.
PMC4770816,S1,,Title
PMC4770816,S2,,Different systolic blood pressure targets for people with history of stroke or transient ischaemic attack: PAST-BP (Prevention After Strokeâ€”Blood Pressure) randomised controlled trial
PMC4770816,S3,,Abstract
PMC4770816,S4,,ObjectiveÂ To assess whether using intensive blood pressure targets leads to lower blood pressure in a community population of people with prevalent cerebrovascular disease.
PMC4770816,S5,,DesignÂ Open label randomised controlled trial.
PMC4770816,S6,,"SettingÂ 99 general practices in England, with participants recruited in 2009-11."
PMC4770816,S7,,ParticipantsÂ People with a history of stroke or transient ischaemic attack whose systolic blood pressure was 125 mm Hg or above.
PMC4770816,S8,,InterventionsÂ Intensive systolic blood pressure target (<130 mm Hg or 10 mm Hg reduction from baseline if this was <140 mm Hg) or standard target (<140 mm Hg).
PMC4770816,S9,,"Apart from the different target, patients in both arms were actively managed in the same way with regular reviews by the primary care team."
PMC4770816,S10,,Main outcome measureÂ Change in systolic blood pressure between baseline and 12 months.
PMC4770816,S11,,"ResultsÂ 529 patients (mean age 72) were enrolled, 266 to the intensive target arm and 263 to the standard target arm, of whom 379 were included in the primary analysis (182 (68%) intensive arm; 197 (75%) standard arm)."
PMC4770816,S12,,84 patients withdrew from the study during the follow-up period (52 intensive arm; 32 standard arm).
PMC4770816,S13,,Mean systolic blood pressure dropped by 16.1 mm Hg to 127.4 mm Hg in the intensive target arm and by 12.8 mm Hg to 129.4 mm Hg in the standard arm (difference between groups 2.9 (95% confidence interval 0.2 to 5.7) mm Hg; P=0.03).
PMC4770816,S14,,ConclusionsÂ Aiming for target below 130 mm Hg rather than 140 mm Hg for systolic blood pressure in people with cerebrovascular disease in primary care led to a small additional reduction in blood pressure.
PMC4770816,S15,,Active management of systolic blood pressure in this population using a <140 mm Hg target led to a clinically important reduction in blood pressure.
PMC4770816,S16,,Trial registrationÂ Current Controlled Trials ISRCTN29062286.
PMC4770816,S17,,Introduction
PMC4770816,S18,,Stroke accounts for about 10% of deaths internationally and for more than 4% of direct healthcare costs in developed countries.1
PMC4770816,S19,,"If other resources, such as lost productivity, benefit payments, and informal care costs, are taken into account, the total costs double."
PMC4770816,S20,,"For example, in the United Kingdom, annual care costs are around Â£4.4bn (â‚¬5.7bn; $6.4bn), but total costs are Â£9bn a year.2"
PMC4770816,S21,,"More than 20% of strokes are recurrent events,3 and if one also takes into account previous history of transient ischaemic attack (TIA), this figure rises to about 30%.1"
PMC4770816,S22,,"Therefore, secondary prevention has a major potential role to play in reducing both morbidity and costs of stroke care."
PMC4770816,S23,,Hypertension is a key risk factor for stroke.
PMC4770816,S24,,A 20 mm Hg difference in usual systolic blood pressure is associated with a 60% lower risk of death from stroke in someone aged 50-70 years and a 50% lower risk in someone aged 70-79.4
PMC4770816,S25,,The PROGRESS trial showed that treatment to lower blood pressure in people who have had a stroke or TIA reduces the risk of further stroke.5
PMC4770816,S26,,"However, the best way to apply this evidence in clinical practice is debated.6 7"
PMC4770816,S27,,"In particular, uncertainty exists about how intensively to lower blood pressure in people who have had a stroke or TIA.8"
PMC4770816,S28,,A post hoc observational analysis of the PROFESS trial found that people with recent ischaemic stroke whose systolic blood pressure was less than 130 mm Hg had a higher risk of vascular events than those with a blood pressure between 1300 and 140 mm Hg.9
PMC4770816,S29,,"Conversely, participants in PROGRESS whose baseline systolic blood pressure was 120-140 mm Hg and who were randomised to combination therapy had a significantly reduced risk of stroke.10"
PMC4770816,S30,,The SPS3 trial of different blood pressure targets in younger (mean age 63 years) patients with recent lacunar stroke found a non-significant 19% reduction in risk of stroke after one year in people treated with a systolic blood pressure target of less than 130 mm Hg compared with a 130-149 mm Hg target.11
PMC4770816,S31,,"Recent guidelines have drawn different conclusions from the evidence base; the European guidelines recommend a target systolic blood pressure of 140 mm Hg (or higher),12 and British guidelines recommend a target of 130 mm Hg.13"
PMC4770816,S32,,"In view of these controversies, the Prevention After Strokeâ€”Blood Pressure (PAST-BP) study compared two different targets for blood pressure lowering after stroke or TIA in people recruited from a prevalent primary care population.14"
PMC4770816,S33,,"The aim was to determine whether setting a more intensive target in primary care would lead to a lower blood pressure, as a prelude to a trial powered to detect whether such a strategy would lead to a reduction in recurrence of stroke."
PMC4770816,S34,,Methods
PMC4770816,S35,,Participants
PMC4770816,S44,,Randomisation and masking
PMC4770816,S49,,Procedures
PMC4770816,S70,,Statistical analysis
PMC4770816,S83,,Patient involvement
PMC4770816,S88,,Results
PMC4770816,S89,,"Figure 1 shows the trial profile; 529 patients from 99 general practices (range 1-16 per practice) entered the trial, and 84 patients withdrew from the trial in the 12 months after randomisation (52 (20%) in the intensive target arm and 32 (12%) in the standard target arm; P=0.02)."
PMC4770816,S90,,Primary outcome data were available for 379 participants at one year follow-up (182 (68%) in the intensive target arm and 197 (75%) in the standard target arm).
PMC4770816,S91,,All patients were followed up for clinical events and deaths.Table 1 shows patientsâ€™ characteristics at baseline.
PMC4770816,S92,,About a quarter of participants were not taking any blood pressure lowering treatment at randomisation (76 in intensive arm; 63 in standard arm).
PMC4770816,S93,,"For half of the participants, the index event was a TIA."
PMC4770816,S94,,Just under 20% of participants reported at least moderate disability (modified Rankin score of three or more).
PMC4770816,S95,,There were no important differences in characteristics between participants who did and did not have blood pressure recorded at 12 months (table 1).
PMC4770816,S96,,Fig 1Â Trial profile.
PMC4770816,S97,,*Reasons given: patient was housebound or in nursing home (957; 33%); would be unable to provide consent (338; 12%); comorbidity (216; 7%); blood pressure too low (199; 7%); at risk of falling (164; 6%); insufficient evidence of stroke/transient ischaemic attack (98; 3%); already being treated to 130 mm Hg target (71; 2%); other patient related factors (69; 2%); patient choice (54; 2%); terminally ill (48; 2%); deceased or left practice (41; 1%); participating in another trial (9); no reason given (618; 21%).
PMC4770816,S98,,â€ Blood pressure <125 mm Hg (447); lack of corroborative evidence of stroke/transient ischaemic attack (60); taking â‰¥3 antihypertensives (51); orthostatic hypotension (22); already being treated to lower blood pressure target (4); unable to provide informed consent (2).
PMC4770816,S99,,SBP=systolic blood pressure
PMC4770816,S100,,Table 1 Baseline characteristics.
PMC4770816,S101,,Values are numbers (percentages) unless stated otherwise
PMC4770816,S102,,The intensive target arm was associated with significantly more consultations for blood pressure control with the general practitioner (median visits 2 v 1; P<0.001) and practice nurse (median 3 v 2; P=0.002) than the standard target arm.
PMC4770816,S103,,This higher consultation rate led to more intensifications of blood pressure treatment (458 v 278; P<0.001) and more changes due to side effects (77 v 30; P<0.001).
PMC4770816,S104,,"However, patients were also less likely to have their blood pressure treatment increased after review by the general practitioner when the blood pressure was above target in the intensive arm (109 v 57; P=0.005) (table 2)."
PMC4770816,S105,,"The three factors that contributed most to this difference were symptoms attributed to blood pressure drugs, blood pressure only just above target, and patient not wanting treatment intensified."
PMC4770816,S106,,"At the end of the study, the number of antihypertensive drugs that patients were taking had increased by a similar amount in both arms (mean number of antihypertensive drugs 2.1 in intensive arm and 1.9 in standard arm; P=0.13)."
