CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
8b,PMC4515982,S55,7060,7214, Randomisation stratified centre disease severity ALSFRS R vs 33 onset spinal bulbar block size four within centre
12a,PMC4797126,S99,15759,15991, An analysis covariance ANCOVA model factors baseline level periostin status 50  ng mL number prior exacerbations 1 1 IgE level 200  IU mL fit assess treatment effect
6a,PMC4469977,S81,11225,11340, The main outcome measure speed healing six weeks captured single target lesion patient
10,PMC3489506,S51,6823,6909, The statistician access determination analysis population
8b,PMC4770816,S45,6307,6515, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
6a,PMC3128457,S78,9925,10107, Measurement  Focal low attenuation distribution indicating arterial ischaemic cause rather traumatic contusional injury rated according validated scale ischaemic stroke
4a,PMC4145439,S58,6915,7185, Patients old adult onset RA least 6  months duration 1987 American College Rheumatology ACR classification criteria22 score ACR European League Against Rheumatism EULAR Classification Diagnostic Criteria RA 23
10,PMC4770816,S45,6307,6515, The central study team University Birmingham randomised patients minimisation based age sex diabetes mellitus atrial fibrillation baseline systolic blood pressure general practice
0,PMC3266479,S92,12327,12492, FGS SG GDP SEL full access data study corresponding author final responsibility decision submit publication
0,PMC5529963,S41,5099,5198, Vascular properties HDL 18 patients RA compared 18 healthy control subjects
5,PMC3321505,S40,7380,7537, In addition antacids could taken 3 days 2 week period patients requiring antacid therapy discontinued trial
0,PMC3391717,S58,6833,6942, A score 1  3 deemed good clinical condition score 4  5 deemed poor clinical condition
7a,PMC3103669,S61,9338,9581, A sample size 350 patients 50 patients 5 canakinumab single dose groups 100 patients colchicine group considered sufficient give 95 confidence interval CI target dose reasonable precision
10,PMC3386495,S79,12697,13038, The randomisation system informed local clinicians patients unique trial identification number weight adjusted dose drug placebo double blinded phase weight adjusted drug dose among allocated thrombolysis open phase given 10 bolus remainder infusion 1 h
6a,PMC3641608,S71,12359,12536, Co primary endpoints ART strategy randomisation change CD4 percentage randomisation 72 144 weeks efficacy grade 3 4 adverse events safety
6a,PMC3348565,S82,12370,12514, Our primary endpoint first episode pneumonia time enrolment confirmed chest radiograph consolidation infiltrates
6a,PMC3016167,S94,13030,13157, Blood pressure heart rate cardiac arrhythmias respiratory rate oxygen saturation monitored multipara monitor
0,PMC4145439,S41,4887,5069, The study protocol approved Institutional Review Board Independent Ethics Committee defined local regulations performed according Declaration Helsinki
0,PMC3321505,S54,9780,9854, This approach also requires adjustment multiple comparisons 14
5,PMC3391717,S59,6951,7231, Study medication consisted vials containing 64 mmol magnesium sulphate placebo saline produced pharmacy University Medical Center Utrecht distributed participating centres except centre Chile produced study medication
6a,PMC4515982,S84,11215,11379, All centres provided spirometer Spirobank G multifunction Medisan srl Milano Italy disposable tubes sVC assessment trained use
0,PMC4515982,S89,11830,12045, During first investigator meeting held Milan 6 June 2010 participating centres agreed approach cotreatments sharing opinion ultimate decision would personal patient
12a,PMC3489506,S89,12146,12258, We used treat  principle throughout undertook analyses SAS version 9 1 3 Cary NC
12a,PMC3391717,S80,9859,9996, We analysed results according intention treat comparing poor outcome 3 months group risk ratio 95 CI
0,PMC5264229,S54,6392,6583, All patients screened tuberculosis TB medical history chest X ray QuantiFERON TB Gold In Tube tests Qiagen QuantiFERON tests done screening week 22 week 54
0,PMC4392313,S76,10066,10185, Blinded assessors centres underwent training expert assessor certification provided AtCor
12b,PMC3128457,S110,14588,14654, We used generalised linear models adjusted baseline variables
6a,PMC3944682,S82,12548,12674, Belief effectiveness antibiotics satisfaction measured main diary using previously developed questions13
0,PMC3386495,S116,20027,20154, The sponsors study role design data collection data analysis data interpretation writing report
12a,PMC4797126,S97,15446,15620, The mean relative changes baseline compared study groups using differences means group associated two sided 90  CIs
0,PMC3002834,S52,5608,5668, Procedures accordance Helsinki Declaration
7a,PMC3668094,S69,9913,9985, To allow study withdrawals target sample size 300 patients
12a,PMC3002766,S79,12211,12572, For exploratory purposes statistical tests treatment difference provided planned secondary exploratory unplanned post hoc efficacy analyses included Pitman permutation changes baseline Fisher exact test proportions log rank test times event performed without correction multiple testing
8b,PMC4893154,S31,4525,4820, Patients enrolled VINDICATE allocated blocks 20 using minimization balancing etiology chronic HF ischemic non ischemic diabetes mellitus sex chronic obstructive pulmonary disease requiring use  of regular bronchodilators ethnic origin Caucasian non Caucasian
0,PMC3016167,S77,10117,10177, Written informed consent obtained local language
6a,PMC4215282,S85,12096,12237, The primary efficacy endpoint cumulative number new Gd lesions per patient detected T1 weighted MRI scans weeks 12 24
0,PMC3002766,S70,11170,11203, Safety continually monitored
12b,PMC3321505,S65,12037,12151, For comparison subgroups 100 patients across combined treatment arms Fisher s exact test used
12a,PMC3002834,S89,10714,10774, Data distribution tested Kolmogorov  Smirnov test
0,PMC3018567,S103,16546,16692, Samples 1594 infants assessed 1 year would detect differences infant cytokine responses 0  11 log10 intervention groups 18 32
6a,PMC5009486,S90,13912,14164, Non inferiority determined treatment group lower bound 95  confidence interval CI difference higher dose levels statistically significantly non inferior open label tiotropium
5,PMC3551223,S57,8606,8745, Alterations non steroidal anti inflammatory drug dose recommended study particularly first 24 weeks
4a,PMC5264229,S55,6584,6788, Patients active TB ineligible study found latent TB undergo prophylaxis according country specific guidelines enrol continue study
6a,PMC3551223,S66,9925,10111, The smallest detectable change SDC GSS computed based observed SD difference x ray readers 14 whereas three readers total participated campaign
0,PMC4085478,S111,15824,15956, The statistical power detect treatment effects categorical parameters small sample size far usual 80  90
4a,PMC4431679,S49,6656,7366, We excluded patients received trimethoprim sulfamethoxazole vancomycin 48 hours patients MRSA resistant trimethoprim sulfamethoxazole vancomycin highly suspected confirmed left sided endocarditis meningitis patients chronic renal failure creatinine clearance 15 mL min chronic haemodialysis severe acute renal failure including acute haemodialysis could included neutropenic patients acute leukaemia bone marrow transplantation patients known allergy either study drug treatment methotrexate pregnancy lactation previous enrolment study concurrent participation another trial
0,PMC3590447,S86,13080,13333, In 2003 trial shown comply requirements EU clinical trials directive 2004 clinical trial authorisation CTA obtained Medicines Healthcare products Regulatory Authority CTA number 18524 0001 001
12a,PMC4469977,S106,14872,14938, The impact missing values explored sensitivity analysis
12a,PMC4902320,S72,9319,9464, Parametric data tested one way ANOVA presented mean standard error mean mean 95 confidence intervals
11a,PMC3641608,S73,13114,13326, All WHO stage 3 4 events deaths serious adverse events reviewed prespecified criteria endpoint review committee independent chair members masked randomised allocations
0,PMC3590447,S68,10293,10374, All surviving trial patients remain routine follow up renal units
12a,PMC3502035,S91,17095,17141, Categorical data presented percentages
5,PMC4085478,S59,8074,8162, The study medication provided sachets pellets taken orally four times daily
12a,PMC5264229,S89,10988,11184, A prespecified exponential time response model using non linear mixed models26 fitted compare ACR20 response SB2 INF time see also online supplementary appendix S3 2
4a,PMC3641608,S45,7885,8137, Children acute infections drugs contraindicated ART unlikely adhere attend regularly laboratory abnormalities contraindicating ART pregnant breastfeeding perinatally exposed ART 6 months old excluded
6a,PMC3070271,S81,10950,11005, Specific procedures set serious AEs SAEs
4a,PMC3590447,S43,6868,6998, We excluded patients whose membranous nephropathy result secondary causes defined according usual clinical practice
