CONSORT_Item,PMCID,sentence_id,clean_sentence_text
6a,PMC5009486,S78, To end dose GP MDI compared placebo MDI primary efficacy endpoint FEV1 area curve 0 12 h AUC0  12 relative baseline Day 14 treatment period
6a,PMC5009486,S79, FEV1 AUC0  12 values normalized dividing length time obtained typically 12 h
6a,PMC5009486,S80, The key secondary endpoints time onset action improvement baseline FEV1 Day 1 peak change baseline FEV1 Days 1 7 14 change baseline morning pre dose trough FEV1 Days 7 14 change baseline 12 h post dose trough FEV1 Day 14 peak change baseline IC Days 1 7 14 mean change baseline morning pre dose trough IC Days 7 14 proportion patients achieving improvement FEV1 Day 1
7a,PMC5009486,S82, The planned sample size 120 patients designed provide approximately 93  power detect differences 100 mL FEV1 AUC0  12
7a,PMC5009486,S83, The 100 mL difference selected grounds minimum clinically important difference defined change FEV1 perceived patient 15
7a,PMC5009486,S84, The principal population primary efficacy analyses modified intent to treat mITT population comprising patients completed least two treatment periods least 2 h post dose data Day 14 periods
6a,PMC5009486,S85, For primary efficacy analysis assessing dose  response curve family wise Type I error controlled multiplicity beyond specifying primary endpoint six key comparisons namely dose GP MDI compared placebo MDI
12a,PMC5009486,S86, To compare dose GP MDI placebo MDI linear mixed effects model used FEV1 AUC0  12 dependent variable baseline trough FEV1 bronchodilator reversibility period sequence treatment covariates
12a,PMC5009486,S87, Baseline defined mean pre dose values obtained first day treatment cycle averaged across periods
6a,PMC5009486,S88, Secondary efficacy analysis primary efficacy endpoint assessed non inferiority treatment group open label tiotropium using margin clinical relevance 100 mL
6a,PMC5009486,S89, Other secondary efficacy analyses involved superiority comparisons secondary endpoints treatment group versus placebo MDI non inferiority comparisons versus open label tiotropium
6a,PMC5009486,S90, Non inferiority determined treatment group lower bound 95  confidence interval CI difference higher dose levels statistically significantly non inferior open label tiotropium
12b,PMC5009486,S91, Non inferiority testing performed time onset action Day 1 cumulative incidence Kaplan  Meier curves plotted
12b,PMC5009486,S92, The proportion patients achieving improvement baseline Day 1 tabulated logistic regression used compare treatments
0,PMC5009486,S93, For safety analyses safety population used defined patients randomized received least one dose study treatment post baseline safety assessment treatment
0,PMC5009486,S94, Safety tolerability data including laboratory parameters vital signs ECG results summarized descriptively AEs tabulated according severity relationship study drug Medical Dictionary Regulatory Activities system level preferred term
3a,PMC5033259,S31, Forty eight men women provided written informed consent participate randomized placebo controlled double blind study full details available Supplementary Fig 1
4b,PMC5033259,S32, Participants first screening visit Beth Israel Deaconess Medical Center Clinical Research Center ensure met inclusion exclusion criteria study
7a,PMC5033259,S33, No prior studies lorcaserin human brain existed base power calculations
7a,PMC5033259,S34, We thus enrolled 48 subjects priori plan replace 8 subjects would drop assuming 20 attrition
7a,PMC5033259,S35, Sample size selected similar prior randomized trials pharmaceuticals studied using similar neuroimaging protocols
7a,PMC5033259,S36, With 80 power 2 groups 20 participants estimated would able detect effect size difference 0 9  0 05 level
11b,PMC5033259,S37, After screening visit participants randomized 1 1 receive oral lorcaserin 10 mg twice daily placebo identical appearance lorcaserin
5,PMC5033259,S37, After screening visit participants randomized 1 1 receive oral lorcaserin 10 mg twice daily placebo identical appearance lorcaserin
8a,PMC5033259,S38, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
8b,PMC5033259,S38, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
11a,PMC5033259,S38, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
10,PMC5033259,S38, Randomization tables produced Harvard Catalyst biostatisticians SAS using blocks four delivered directly Research Pharmacy use study staff would remain blinded
4b,PMC5033259,S39, The study took place 4 weeks participants visited Clinical Research Center weeks 0 1 2 4
14a,PMC5033259,S39, The study took place 4 weeks participants visited Clinical Research Center weeks 0 1 2 4
6a,PMC5033259,S40, The first study visit baseline overnight visit consisted least 12 h fast followed blood draw vital signs physical examination anthropometry waist hip measurements resting metabolic rate measured SensorMedics Vmax Spectra two fMRI scans one fasting state another fed state neurocognitive testing
5,PMC5033259,S41, In addition visit participants given standard care obesity met registered dietitian counseled weight loss recommendation decreasing caloric intake 500 kcal day exercising 30 min 3 days week
6a,PMC5033259,S42, Patients also given Modified Scale Suicidal Ideation MSSI physician visit ensure develop suicidal thoughts manipulating serotonin levels could potentially lead changes mood suicidal ideation
6a,PMC5033259,S43, They returned 1 4 weeks overnight visits
6a,PMC5033259,S44, Participants also attended outpatient follow up visit 2 weeks consisted physical examination blood draw
5,PMC5033259,S45, In visits patients continued take medication home kept detailed food diary discussed patients visit analyzed registered dietitians
6a,PMC5033259,S46, Fasting blood drawn venipuncture registered nurse
6a,PMC5033259,S47, Samples analyzed LabCorp Clinical Laboratory Improvement Amendments  certified laboratory
12a,PMC5033259,S49, Data analyzed using SPSS 19 software first summarized descriptive statistics
0,PMC5033259,S50, Data categorical variables presented numbers and or percentages
12a,PMC5033259,S51, Kolmogorov Smirnov test frequency histograms used check normality distribution continuous variables
12a,PMC5033259,S52, Repeated measures ANOVA performed across time points lorcaserin placebo between subjects factor
0,PMC5033259,S53, On treatment analysis performed variables results reported Table 1
12b,PMC5033259,S54, Intention to treat analysis done anthropometric data confirm on treatment analysis using last observation carried forward method results reported Table 2
17a,PMC5033259,S55, Table 1 Results study visits 1 month lorcaserin n  17 placebo n  19 groups
17a,PMC5033259,S56, Table 2 Results study visits 1 month lorcaserin n  24 placebo n  24 groups using intent to treat methods
6a,PMC5033259,S58, Participants viewed food nonfood items within 3 Tesla GE MRI scanner MRI center Beth Israel Deaconess Medical Center fasting fed states InVivo Therapeutics 8 channel high definition receiver head coil
6a,PMC5033259,S59, Scanning done using protocol similar previously described 18
6a,PMC5033259,S60, First scanning sessions T1 weighted magnetization prepared rapid gradient echo structural MRI acquired
6a,PMC5033259,S61, Next five 7 min gradient echo T2 weighted echo planar images depicting blood oxygenation level  dependent BOLD contrast acquired noncontiguous near axial planes repetition time  3 5 echo time  25 ms in plane resolution  2 5 2 5 mm matrix size  96 96 field view  24 24 cm voxel bandwidth  83 33 kHz slice thickness  3 mm
6a,PMC5033259,S62, E Prime software controlled stimulus presentation
6a,PMC5033259,S63, Images presented blocks block presented counterbalanced order interspersed periods visual fixation
6a,PMC5033259,S64, The fMRI protocol consisted five runs subjects viewed blocks highly desirable high calorie high fat images cakes onion rings similar foods less desirable low calorie low fat images vegetables fruits nonfood images examples included flowers rocks trees provided responses well could imagine visualize image using response box held right hand previously described 19 20
6a,PMC5033259,S65, Approximately 150 images used randomized order presented fasting fed states
6a,PMC5033259,S66, Blocks consisted 5 images image shown 3 15 total block 10 fixation rest blocks 16 blocks shown 5 runs
6a,PMC5033259,S67, BOLD data preprocessed using SPM8 software Statistical Parametric Mapping The Wellcome Trust Centre Neuroimaging London U K
6a,PMC5033259,S68, Briefly images individual subject flipped realigned motion corrected normalized EPI template affine registration followed nonlinear transformation smoothed Gaussian kernel 6 mm
12a,PMC5033259,S69, A general linear model constructed subject using onsets food nonfood image blocks realignment parameters six dimensions
6a,PMC5033259,S70, The data high pass filtered remove low frequency signal drifts
6a,PMC5033259,S71, The contrast images highly desirable  less desirable food images food highly less desirable  nonfood images first level analysis used second level group statistics
12a,PMC5033259,S72, Flexible factorials used compare two groups weeks 1 4 controlling baselines week 0
12a,PMC5033259,S73, Whole brain regressions used examine brain activations baseline week 0 related changes weight BMI caloric intake
